iteration,current_obj,best_obj,temperature,destroy_op,repair_op,outcome,coverage_pct
670,283534706.1291344,274434724.3301893,1543764.854314414,time_window,greedy,accepted_worse,100.0
671,283534706.1291344,274434724.3301893,1540677.3246057853,random,greedy,rejected,99.0909090909091
672,283534706.1291344,274434724.3301893,1537595.9699565738,random,risk_priority,rejected,98.18181818181819
673,283534706.1291344,274434724.3301893,1534520.7780166606,spatial,greedy,rejected,100.0
674,283534706.1291344,274434724.3301893,1531451.7364606273,spatial,greedy,rejected,100.0
675,283534706.1291344,274434724.3301893,1528388.832987706,random,risk_priority,rejected,97.27272727272727
676,283534706.1291344,274434724.3301893,1525332.0553217304,random,greedy,rejected,100.0
677,283534706.1291344,274434724.3301893,1522281.391211087,random,greedy,rejected,100.0
678,283534706.1291344,274434724.3301893,1519236.8284286647,random,greedy,rejected,100.0
679,283534706.1291344,274434724.3301893,1516198.3547718073,time_window,risk_priority,rejected,100.0
680,285994658.3207133,274434724.3301893,1513165.9580622637,time_window,risk_priority,accepted_worse,100.0
681,285994658.3207133,274434724.3301893,1510139.626146139,random,greedy,rejected,100.0
682,285994658.3207133,274434724.3301893,1507119.3468938468,spatial,risk_priority,rejected,98.18181818181819
683,285994658.3207133,274434724.3301893,1504105.108200059,time_window,greedy,accepted_worse,100.0
684,285994658.3207133,274434724.3301893,1501096.8979836588,random,greedy,rejected,100.0
685,285994658.3207133,274434724.3301893,1498094.7041876914,random,greedy,rejected,100.0
686,285994658.3207133,274434724.3301893,1495098.514779316,time_window,greedy,rejected,100.0
687,285994658.3207133,274434724.3301893,1492108.3177497573,time_window,greedy,accepted_worse,100.0
688,285994658.3207133,274434724.3301893,1489124.1011142577,random,greedy,rejected,100.0
689,285994658.3207133,274434724.3301893,1486145.8529120293,random,greedy,rejected,99.0909090909091
690,285994658.3207133,274434724.3301893,1483173.5612062053,spatial,greedy,rejected,97.27272727272727
691,285994658.3207133,274434724.3301893,1480207.2140837929,time_window,greedy,accepted_worse,100.0
692,285994658.3207133,274434724.3301893,1477246.7996556254,spatial,greedy,rejected,97.27272727272727
693,285994658.3207133,274434724.3301893,1474292.3060563141,random,greedy,rejected,100.0
694,285994658.3207133,274434724.3301893,1471343.7214442014,spatial,regret,rejected,100.0
695,285994658.3207133,274434724.3301893,1468401.034001313,time_window,risk_priority,rejected,100.0
696,285994658.3207133,274434724.3301893,1465464.2319333104,spatial,greedy,rejected,100.0
697,285994658.3207133,274434724.3301893,1462533.3034694437,time_window,risk_priority,rejected,95.45454545454545
698,290227173.0101865,274434724.3301893,1459608.2368625049,spatial,greedy,accepted_worse,100.0
699,290227173.0101865,274434724.3301893,1456689.02038878,random,risk_priority,rejected,100.0
700,290227173.0101865,274434724.3301893,1453775.6423480024,time_window,greedy,accepted_worse,100.0
701,290227173.0101865,274434724.3301893,1450868.0910633064,time_window,greedy,rejected,100.0
702,290227173.0101865,274434724.3301893,1447966.3548811798,spatial,greedy,rejected,98.18181818181819
703,290227173.0101865,274434724.3301893,1445070.4221714174,random,greedy,rejected,99.0909090909091
704,290227173.0101865,274434724.3301893,1442180.2813270746,random,greedy,rejected,100.0
705,290227173.0101865,274434724.3301893,1439295.9207644204,time_window,regret,rejected,100.0
706,290227173.0101865,274434724.3301893,1436417.3289228915,time_window,greedy,accepted_worse,100.0
707,290227173.0101865,274434724.3301893,1433544.4942650457,random,risk_priority,rejected,100.0
708,290227173.0101865,274434724.3301893,1430677.4052765158,time_window,greedy,accepted_worse,100.0
709,290227173.0101865,274434724.3301893,1427816.0504659626,time_window,risk_priority,rejected,100.0
710,290252922.7901865,274434724.3301893,1424960.4183650308,random,greedy,accepted_worse,100.0
711,290252922.7901865,274434724.3301893,1422110.4975283006,spatial,risk_priority,rejected,100.0
712,290252922.7901865,274434724.3301893,1419266.276533244,time_window,risk_priority,rejected,100.0
713,290252922.7901865,274434724.3301893,1416427.7439801774,random,risk_priority,rejected,100.0
714,290252922.7901865,274434724.3301893,1413594.888492217,spatial,greedy,rejected,98.18181818181819
715,290252922.7901865,274434724.3301893,1410767.6987152325,time_window,greedy,accepted_worse,100.0
716,290252922.7901865,274434724.3301893,1407946.1633178021,spatial,regret,rejected,100.0
717,297368881.1249225,274434724.3301893,1405130.2709911666,time_window,risk_priority,accepted_worse,100.0
718,297368881.1249225,274434724.3301893,1402320.0104491843,time_window,greedy,accepted_worse,100.0
719,297368881.1249225,274434724.3301893,1399515.370428286,spatial,risk_priority,rejected,100.0
720,297368881.1249225,274434724.3301893,1396716.3396874294,random,greedy,rejected,100.0
721,297368881.1249225,274434724.3301893,1393922.9070080544,time_window,risk_priority,rejected,100.0
722,297368881.1249225,274434724.3301893,1391135.0611940383,time_window,risk_priority,rejected,100.0
723,297368881.1249225,274434724.3301893,1388352.79107165,time_window,greedy,accepted_worse,100.0
724,297368881.1249225,274434724.3301893,1385576.0854895068,time_window,risk_priority,rejected,97.27272727272727
725,297368881.1249225,274434724.3301893,1382804.9333185279,spatial,greedy,rejected,100.0
726,297368881.1249225,274434724.3301893,1380039.3234518908,random,risk_priority,rejected,100.0
727,297368881.1249225,274434724.3301893,1377279.244804987,time_window,greedy,accepted_worse,100.0
728,297368881.1249225,274434724.3301893,1374524.686315377,random,risk_priority,rejected,100.0
729,297368881.1249225,274434724.3301893,1371775.6369427464,random,greedy,rejected,100.0
730,297368881.1249225,274434724.3301893,1369032.085668861,spatial,greedy,rejected,100.0
731,297368881.1249225,274434724.3301893,1366294.0214975232,time_window,greedy,accepted_worse,100.0
732,297368881.1249225,274434724.3301893,1363561.4334545282,time_window,greedy,accepted_worse,100.0
733,296668365.1154487,274434724.3301893,1360834.3105876192,time_window,risk_priority,improvement,100.0
734,296668365.1154487,274434724.3301893,1358112.641966444,random,risk_priority,rejected,100.0
735,292842700.205975,274434724.3301893,1355396.416682511,time_window,risk_priority,improvement,100.0
736,292842700.205975,274434724.3301893,1352685.623849146,time_window,greedy,accepted_worse,100.0
737,287999788.36808044,274434724.3301893,1349980.2526014477,time_window,risk_priority,improvement,100.0
738,287999788.36808044,274434724.3301893,1347280.2920962449,time_window,greedy,accepted_worse,100.0
739,287999788.36808044,274434724.3301893,1344585.7315120525,time_window,risk_priority,rejected,100.0
740,289650280.03334385,274434724.3301893,1341896.5600490284,time_window,risk_priority,accepted_worse,100.0
741,289650280.03334385,274434724.3301893,1339212.7669289303,spatial,greedy,rejected,98.18181818181819
742,292156795.6028177,274434724.3301893,1336534.3413950724,random,greedy,accepted_worse,100.0
743,292156795.6028177,274434724.3301893,1333861.2727122824,spatial,greedy,rejected,99.0909090909091
744,292156795.6028177,274434724.3301893,1331193.550166858,time_window,risk_priority,rejected,96.36363636363636
745,292156795.6028177,274434724.3301893,1328531.163066524,time_window,greedy,accepted_worse,100.0
746,292156795.6028177,274434724.3301893,1325874.100740391,time_window,greedy,accepted_worse,100.0
747,292156795.6028177,274434724.3301893,1323222.3525389102,time_window,greedy,accepted_worse,100.0
748,292156795.6028177,274434724.3301893,1320575.9078338323,random,risk_priority,rejected,100.0
749,292156795.6028177,274434724.3301893,1317934.7560181646,spatial,risk_priority,rejected,100.0
750,292156795.6028177,274434724.3301893,1315298.8865061281,time_window,greedy,accepted_worse,100.0
751,292156795.6028177,274434724.3301893,1312668.288733116,time_window,greedy,accepted_worse,100.0
752,292156795.6028177,274434724.3301893,1310042.9521556497,random,risk_priority,rejected,98.18181818181819
753,292156795.6028177,274434724.3301893,1307422.8662513383,spatial,risk_priority,rejected,100.0
754,292156795.6028177,274434724.3301893,1304808.0205188356,spatial,risk_priority,rejected,100.0
755,292156795.6028177,274434724.3301893,1302198.404477798,spatial,greedy,rejected,100.0
756,292156795.6028177,274434724.3301893,1299594.0076688423,time_window,regret,rejected,100.0
757,292156795.6028177,274434724.3301893,1296994.8196535045,time_window,greedy,rejected,99.0909090909091
758,292156795.6028177,274434724.3301893,1294400.8300141976,time_window,greedy,rejected,99.0909090909091
759,292156795.6028177,274434724.3301893,1291812.0283541693,time_window,risk_priority,rejected,100.0
760,292156795.6028177,274434724.3301893,1289228.404297461,random,greedy,rejected,99.0909090909091
761,292156795.6028177,274434724.3301893,1286649.947488866,time_window,risk_priority,rejected,100.0
762,292156795.6028177,274434724.3301893,1284076.6475938882,time_window,greedy,accepted_worse,100.0
763,292156795.6028177,274434724.3301893,1281508.4942987005,spatial,risk_priority,rejected,100.0
764,292156795.6028177,274434724.3301893,1278945.4773101031,time_window,greedy,accepted_worse,100.0
765,292156795.6028177,274434724.3301893,1276387.586355483,time_window,risk_priority,rejected,96.36363636363636
766,292156795.6028177,274434724.3301893,1273834.811182772,time_window,risk_priority,rejected,100.0
767,292156795.6028177,274434724.3301893,1271287.1415604064,time_window,greedy,accepted_worse,100.0
768,292156795.6028177,274434724.3301893,1268744.5672772855,random,risk_priority,rejected,98.18181818181819
769,292156795.6028177,274434724.3301893,1266207.078142731,time_window,greedy,accepted_worse,100.0
770,292156795.6028177,274434724.3301893,1263674.6639864454,random,greedy,rejected,100.0
771,292156795.6028177,274434724.3301893,1261147.3146584725,time_window,greedy,accepted_worse,100.0
772,292156795.6028177,274434724.3301893,1258625.0200291555,spatial,greedy,rejected,100.0
773,292156795.6028177,274434724.3301893,1256107.7699890973,spatial,greedy,rejected,100.0
774,292156795.6028177,274434724.3301893,1253595.5544491191,spatial,greedy,rejected,100.0
775,292156795.6028177,274434724.3301893,1251088.3633402209,time_window,greedy,accepted_worse,100.0
776,292156795.6028177,274434724.3301893,1248586.1866135404,time_window,risk_priority,rejected,100.0
777,292156795.6028177,274434724.3301893,1246089.0142403133,time_window,greedy,accepted_worse,100.0
778,292156795.6028177,274434724.3301893,1243596.8362118327,time_window,greedy,accepted_worse,100.0
779,292156795.6028177,274434724.3301893,1241109.642539409,spatial,risk_priority,rejected,98.18181818181819
780,292156795.6028177,274434724.3301893,1238627.4232543302,random,risk_priority,rejected,99.0909090909091
781,292156795.6028177,274434724.3301893,1236150.1684078216,spatial,greedy,rejected,97.27272727272727
782,292156795.6028177,274434724.3301893,1233677.868071006,spatial,greedy,rejected,100.0
783,292156795.6028177,274434724.3301893,1231210.512334864,time_window,risk_priority,rejected,100.0
784,292156795.6028177,274434724.3301893,1228748.0913101942,time_window,greedy,accepted_worse,100.0
785,292156795.6028177,274434724.3301893,1226290.595127574,random,greedy,rejected,100.0
786,292156795.6028177,274434724.3301893,1223838.0139373187,time_window,greedy,accepted_worse,100.0
787,292156795.6028177,274434724.3301893,1221390.337909444,spatial,greedy,rejected,97.27272727272727
788,292156795.6028177,274434724.3301893,1218947.557233625,random,greedy,rejected,99.0909090909091
789,292156795.6028177,274434724.3301893,1216509.6621191578,random,greedy,rejected,100.0
790,292156795.6028177,274434724.3301893,1214076.6427949194,time_window,risk_priority,rejected,100.0
791,292156795.6028177,274434724.3301893,1211648.4895093297,random,risk_priority,rejected,100.0
792,292156795.6028177,274434724.3301893,1209225.192530311,time_window,greedy,accepted_worse,100.0
793,292156795.6028177,274434724.3301893,1206806.7421452503,time_window,greedy,accepted_worse,100.0
794,292156795.6028177,274434724.3301893,1204393.12866096,time_window,greedy,accepted_worse,100.0
795,292156795.6028177,274434724.3301893,1201984.342403638,spatial,risk_priority,rejected,100.0
796,292156795.6028177,274434724.3301893,1199580.3737188308,spatial,risk_priority,rejected,98.18181818181819
797,292156795.6028177,274434724.3301893,1197181.212971393,time_window,risk_priority,rejected,100.0
798,292156795.6028177,274434724.3301893,1194786.8505454503,time_window,risk_priority,rejected,100.0
799,292156795.6028177,274434724.3301893,1192397.2768443595,random,greedy,rejected,100.0
800,292156795.6028177,274434724.3301893,1190012.4822906707,random,greedy,rejected,100.0
801,292156795.6028177,274434724.3301893,1187632.4573260895,spatial,greedy,rejected,100.0
802,292156795.6028177,274434724.3301893,1185257.1924114374,time_window,greedy,rejected,100.0
803,292156795.6028177,274434724.3301893,1182886.6780266145,spatial,greedy,rejected,100.0
804,292156795.6028177,274434724.3301893,1180520.9046705612,time_window,greedy,rejected,100.0
805,292156795.6028177,274434724.3301893,1178159.86286122,time_window,risk_priority,rejected,97.27272727272727
806,286810021.9186076,274434724.3301893,1175803.5431354975,time_window,risk_priority,improvement,100.0
807,286810021.9186076,274434724.3301893,1173451.9360492264,time_window,greedy,rejected,100.0
808,286810021.9186076,274434724.3301893,1171105.032177128,time_window,risk_priority,accepted_worse,100.0
809,286810021.9186076,274434724.3301893,1168762.8221127735,time_window,risk_priority,accepted_worse,100.0
810,286810021.9186076,274434724.3301893,1166425.296468548,random,greedy,rejected,100.0
811,286810021.9186076,274434724.3301893,1164092.445875611,random,greedy,rejected,100.0
812,286810021.9186076,274434724.3301893,1161764.2609838597,random,greedy,rejected,100.0
813,286810021.9186076,274434724.3301893,1159440.7324618918,spatial,greedy,rejected,100.0
814,286810021.9186076,274434724.3301893,1157121.850996968,spatial,risk_priority,rejected,100.0
815,286810021.9186076,274434724.3301893,1154807.6072949742,spatial,greedy,rejected,100.0
816,286810021.9186076,274434724.3301893,1152497.9920803842,time_window,greedy,accepted_worse,100.0
817,286810021.9186076,274434724.3301893,1150192.9960962234,random,risk_priority,rejected,98.18181818181819
818,286810021.9186076,274434724.3301893,1147892.610104031,time_window,greedy,accepted_worse,100.0
819,286810021.9186076,274434724.3301893,1145596.8248838228,time_window,greedy,rejected,100.0
820,286810021.9186076,274434724.3301893,1143305.6312340552,time_window,greedy,accepted_worse,100.0
821,286810021.9186076,274434724.3301893,1141019.019971587,random,regret,rejected,99.0909090909091
822,286810021.9186076,274434724.3301893,1138736.9819316438,time_window,greedy,accepted_worse,100.0
823,286810021.9186076,274434724.3301893,1136459.5079677806,random,greedy,rejected,99.0909090909091
824,286810021.9186076,274434724.3301893,1134186.588951845,time_window,risk_priority,rejected,96.36363636363636
825,286810021.9186076,274434724.3301893,1131918.2157739413,time_window,greedy,accepted_worse,100.0
826,286810021.9186076,274434724.3301893,1129654.3793423933,time_window,greedy,accepted_worse,100.0
827,286810021.9186076,274434724.3301893,1127395.0705837084,random,greedy,rejected,100.0
828,286810021.9186076,274434724.3301893,1125140.280442541,time_window,risk_priority,accepted_worse,100.0
829,286810021.9186076,274434724.3301893,1122889.999881656,spatial,greedy,rejected,97.27272727272727
830,286810021.9186076,274434724.3301893,1120644.2198818927,time_window,greedy,accepted_worse,100.0
831,286810021.9186076,274434724.3301893,1118402.931442129,random,greedy,rejected,99.0909090909091
832,286810021.9186076,274434724.3301893,1116166.1255792447,time_window,greedy,accepted_worse,100.0
833,286810021.9186076,274434724.3301893,1113933.7933280861,spatial,greedy,rejected,99.0909090909091
834,286810021.9186076,274434724.3301893,1111705.92574143,spatial,greedy,accepted_worse,100.0
835,286810021.9186076,274434724.3301893,1109482.513889947,time_window,risk_priority,rejected,96.36363636363636
836,286810021.9186076,274434724.3301893,1107263.5488621672,time_window,greedy,accepted_worse,100.0
837,286810021.9186076,274434724.3301893,1105049.0217644428,time_window,greedy,accepted_worse,100.0
838,286810021.9186076,274434724.3301893,1102838.923720914,time_window,greedy,accepted_worse,100.0
839,286810021.9186076,274434724.3301893,1100633.2458734722,time_window,risk_priority,rejected,100.0
840,286810021.9186076,274434724.3301893,1098431.9793817252,time_window,greedy,accepted_worse,100.0
841,286810021.9186076,274434724.3301893,1096235.1154229618,time_window,risk_priority,rejected,100.0
842,286810021.9186076,274434724.3301893,1094042.6451921158,time_window,greedy,accepted_worse,100.0
843,286810021.9186076,274434724.3301893,1091854.5599017316,random,greedy,rejected,99.0909090909091
844,286810021.9186076,274434724.3301893,1089670.850781928,time_window,greedy,rejected,100.0
845,286810021.9186076,274434724.3301893,1087491.5090803641,random,risk_priority,rejected,100.0
846,286810021.9186076,274434724.3301893,1085316.5260622033,time_window,greedy,accepted_worse,100.0
847,286810021.9186076,274434724.3301893,1083145.893010079,spatial,regret,rejected,100.0
848,286810021.9186076,274434724.3301893,1080979.6012240588,time_window,greedy,accepted_worse,100.0
849,286810021.9186076,274434724.3301893,1078817.6420216106,time_window,greedy,accepted_worse,100.0
850,286810021.9186076,274434724.3301893,1076660.0067375675,time_window,greedy,accepted_worse,100.0
851,286810021.9186076,274434724.3301893,1074506.6867240923,random,risk_priority,rejected,100.0
852,286810021.9186076,274434724.3301893,1072357.673350644,time_window,greedy,rejected,100.0
853,286810021.9186076,274434724.3301893,1070212.9580039429,spatial,greedy,rejected,98.18181818181819
854,286810021.9186076,274434724.3301893,1068072.532087935,random,greedy,rejected,100.0
855,286810021.9186076,274434724.3301893,1065936.387023759,random,greedy,rejected,100.0
856,286810021.9186076,274434724.3301893,1063804.5142497115,spatial,greedy,rejected,98.18181818181819
857,286810021.9186076,274434724.3301893,1061676.9052212122,time_window,greedy,accepted_worse,100.0
858,286810021.9186076,274434724.3301893,1059553.5514107698,random,greedy,rejected,100.0
859,286810021.9186076,274434724.3301893,1057434.4443079482,random,greedy,rejected,100.0
860,286810021.9186076,274434724.3301893,1055319.5754193324,random,greedy,accepted_worse,100.0
861,286810021.9186076,274434724.3301893,1053208.9362684938,random,greedy,rejected,100.0
862,286810021.9186076,274434724.3301893,1051102.5183959568,time_window,greedy,rejected,99.0909090909091
863,286810021.9186076,274434724.3301893,1049000.3133591649,time_window,greedy,rejected,100.0
864,286810021.9186076,274434724.3301893,1046902.3127324466,random,greedy,rejected,100.0
865,286810021.9186076,274434724.3301893,1044808.5081069816,time_window,greedy,accepted_worse,100.0
866,286810021.9186076,274434724.3301893,1042718.8910907677,random,risk_priority,rejected,100.0
867,286810021.9186076,274434724.3301893,1040633.4533085861,time_window,greedy,rejected,100.0
868,286810021.9186076,274434724.3301893,1038552.1864019689,random,greedy,rejected,100.0
869,286810021.9186076,274434724.3301893,1036475.082029165,random,greedy,rejected,100.0
870,286810021.9186076,274434724.3301893,1034402.1318651066,time_window,greedy,accepted_worse,100.0
871,286810021.9186076,274434724.3301893,1032333.3276013765,time_window,risk_priority,rejected,100.0
872,286810021.9186076,274434724.3301893,1030268.6609461737,random,greedy,rejected,98.18181818181819
873,286810021.9186076,274434724.3301893,1028208.1236242814,time_window,greedy,accepted_worse,100.0
874,286810021.9186076,274434724.3301893,1026151.7073770328,random,risk_priority,rejected,99.0909090909091
875,286810021.9186076,274434724.3301893,1024099.4039622787,time_window,risk_priority,rejected,96.36363636363636
876,286810021.9186076,274434724.3301893,1022051.2051543542,time_window,greedy,rejected,100.0
877,286810021.9186076,274434724.3301893,1020007.1027440456,time_window,greedy,accepted_worse,100.0
878,286810021.9186076,274434724.3301893,1017967.0885385574,time_window,greedy,accepted_worse,100.0
879,283590009.6407131,274434724.3301893,1015931.1543614803,time_window,risk_priority,improvement,100.0
880,283590009.6407131,274434724.3301893,1013899.2920527573,time_window,greedy,accepted_worse,100.0
881,283590009.6407131,274434724.3301893,1011871.4934686518,time_window,risk_priority,rejected,96.36363636363636
882,283590009.6407131,274434724.3301893,1009847.7504817145,time_window,risk_priority,rejected,100.0
883,283590009.6407131,274434724.3301893,1007828.054980751,time_window,greedy,accepted_worse,100.0
884,283590009.6407131,274434724.3301893,1005812.3988707896,time_window,greedy,accepted_worse,100.0
885,283590009.6407131,274434724.3301893,1003800.774073048,time_window,risk_priority,rejected,100.0
886,283590009.6407131,274434724.3301893,1001793.1725249019,random,greedy,rejected,100.0
887,283590009.6407131,274434724.3301893,999789.5861798521,time_window,risk_priority,rejected,100.0
888,283590009.6407131,274434724.3301893,997790.0070074925,time_window,greedy,rejected,100.0
889,283590009.6407131,274434724.3301893,995794.4269934775,random,risk_priority,rejected,99.0909090909091
890,283590009.6407131,274434724.3301893,993802.8381394906,time_window,greedy,accepted_worse,100.0
891,283590009.6407131,274434724.3301893,991815.2324632116,time_window,risk_priority,rejected,100.0
892,283590009.6407131,274434724.3301893,989831.6019982852,time_window,greedy,rejected,100.0
893,283590009.6407131,274434724.3301893,987851.9387942886,time_window,greedy,rejected,100.0
894,283590009.6407131,274434724.3301893,985876.2349166999,time_window,greedy,accepted_worse,100.0
895,281914247.57439715,274434724.3301893,983904.4824468666,time_window,risk_priority,improvement,100.0
896,278914782.88492393,274434724.3301893,981936.6734819729,time_window,risk_priority,improvement,100.0
897,278914782.88492393,274434724.3301893,979972.800135009,spatial,greedy,rejected,100.0
898,278914782.88492393,274434724.3301893,978012.8545347389,spatial,greedy,rejected,99.0909090909091
899,278914782.88492393,274434724.3301893,976056.8288256695,time_window,greedy,accepted_worse,100.0
900,278914782.88492393,274434724.3301893,974104.7151680181,time_window,greedy,rejected,100.0
901,278914782.88492393,274434724.3301893,972156.5057376821,spatial,greedy,rejected,100.0
902,278914782.88492393,274434724.3301893,970212.1927262067,spatial,greedy,rejected,98.18181818181819
903,278914782.88492393,274434724.3301893,968271.7683407543,time_window,risk_priority,rejected,100.0
904,278914782.88492393,274434724.3301893,966335.2248040728,spatial,greedy,rejected,100.0
905,278914782.88492393,274434724.3301893,964402.5543544646,random,greedy,rejected,100.0
906,278914782.88492393,274434724.3301893,962473.7492457557,spatial,risk_priority,rejected,99.0909090909091
907,278914782.88492393,274434724.3301893,960548.8017472642,spatial,risk_priority,rejected,99.0909090909091
908,278914782.88492393,274434724.3301893,958627.7041437697,worst,greedy,rejected,99.0909090909091
909,278914782.88492393,274434724.3301893,956710.4487354822,time_window,greedy,accepted_worse,100.0
910,278914782.88492393,274434724.3301893,954797.0278380112,time_window,greedy,accepted_worse,100.0
911,278914782.88492393,274434724.3301893,952887.4337823351,time_window,greedy,accepted_worse,100.0
912,278914782.88492393,274434724.3301893,950981.6589147705,time_window,greedy,accepted_worse,100.0
913,278914782.88492393,274434724.3301893,949079.6955969409,random,greedy,rejected,99.0909090909091
914,278914782.88492393,274434724.3301893,947181.536205747,spatial,greedy,rejected,100.0
915,278914782.88492393,274434724.3301893,945287.1731333355,spatial,greedy,rejected,100.0
916,279163445.6028187,274434724.3301893,943396.5987870689,time_window,risk_priority,accepted_worse,100.0
917,279163445.6028187,274434724.3301893,941509.8055894948,time_window,greedy,accepted_worse,100.0
918,279050080.69334495,274434724.3301893,939626.7859783157,time_window,risk_priority,improvement,100.0
919,279050080.69334495,274434724.3301893,937747.5324063591,time_window,risk_priority,rejected,100.0
920,279050080.69334495,274434724.3301893,935872.0373415464,random,risk_priority,rejected,99.0909090909091
921,279050080.69334495,274434724.3301893,934000.2932668633,time_window,risk_priority,rejected,100.0
922,279050080.69334495,274434724.3301893,932132.2926803296,time_window,greedy,accepted_worse,100.0
923,279050080.69334495,274434724.3301893,930268.028094969,random,greedy,rejected,99.0909090909091
924,279050080.69334495,274434724.3301893,928407.4920387791,time_window,greedy,rejected,100.0
925,279050080.69334495,274434724.3301893,926550.6770547015,time_window,greedy,rejected,99.0909090909091
926,279050080.69334495,274434724.3301893,924697.5757005921,random,risk_priority,rejected,98.18181818181819
927,279050080.69334495,274434724.3301893,922848.180549191,time_window,risk_priority,rejected,100.0
928,279050080.69334495,274434724.3301893,921002.4841880925,spatial,greedy,rejected,100.0
929,279050080.69334495,274434724.3301893,919160.4792197164,time_window,greedy,accepted_worse,100.0
930,279050080.69334495,274434724.3301893,917322.158261277,time_window,greedy,accepted_worse,100.0
931,279050080.69334495,274434724.3301893,915487.5139447545,time_window,greedy,accepted_worse,100.0
932,279050080.69334495,274434724.3301893,913656.538916865,spatial,greedy,rejected,100.0
933,279050080.69334495,274434724.3301893,911829.2258390313,time_window,risk_priority,rejected,100.0
934,279050080.69334495,274434724.3301893,910005.5673873532,spatial,risk_priority,rejected,98.18181818181819
935,279050080.69334495,274434724.3301893,908185.5562525785,random,risk_priority,rejected,100.0
936,279050080.69334495,274434724.3301893,906369.1851400733,time_window,risk_priority,rejected,96.36363636363636
937,279050080.69334495,274434724.3301893,904556.4467697932,time_window,greedy,accepted_worse,100.0
938,279050080.69334495,274434724.3301893,902747.3338762536,random,risk_priority,rejected,100.0
939,279050080.69334495,274434724.3301893,900941.839208501,time_window,greedy,accepted_worse,100.0
940,279050080.69334495,274434724.3301893,899139.9555300841,time_window,greedy,accepted_worse,100.0
941,279050080.69334495,274434724.3301893,897341.675619024,spatial,regret,rejected,100.0
942,279050080.69334495,274434724.3301893,895546.992267786,time_window,risk_priority,rejected,100.0
943,279050080.69334495,274434724.3301893,893755.8982832504,time_window,greedy,accepted_worse,100.0
944,279557156.78913444,274434724.3301893,891968.3864866839,time_window,risk_priority,accepted_worse,100.0
945,278534109.6407135,274434724.3301893,890184.4497137105,time_window,risk_priority,improvement,100.0
946,278534109.6407135,274434724.3301893,888404.080814283,time_window,greedy,accepted_worse,100.0
947,278534109.6407135,274434724.3301893,886627.2726526544,time_window,risk_priority,rejected,100.0
948,278534109.6407135,274434724.3301893,884854.0181073492,time_window,risk_priority,rejected,100.0
949,278534109.6407135,274434724.3301893,883084.3100711345,time_window,greedy,accepted_worse,100.0
950,278534109.6407135,274434724.3301893,881318.1414509922,time_window,risk_priority,rejected,100.0
951,278534109.6407135,274434724.3301893,879555.5051680902,time_window,greedy,rejected,100.0
952,278534109.6407135,274434724.3301893,877796.394157754,time_window,greedy,accepted_worse,100.0
953,278534109.6407135,274434724.3301893,876040.8013694385,time_window,greedy,rejected,99.0909090909091
954,278534109.6407135,274434724.3301893,874288.7197666997,spatial,greedy,rejected,100.0
955,278534109.6407135,274434724.3301893,872540.1423271663,time_window,risk_priority,rejected,100.0
956,278534109.6407135,274434724.3301893,870795.062042512,time_window,greedy,accepted_worse,100.0
957,278534109.6407135,274434724.3301893,869053.4719184269,time_window,greedy,accepted_worse,100.0
958,278534109.6407135,274434724.3301893,867315.36497459,time_window,risk_priority,rejected,100.0
959,278534109.6407135,274434724.3301893,865580.7342446408,time_window,greedy,rejected,100.0
960,278534109.6407135,274434724.3301893,863849.5727761515,random,greedy,rejected,100.0
961,278534109.6407135,274434724.3301893,862121.8736305991,spatial,greedy,rejected,100.0
962,278534109.6407135,274434724.3301893,860397.6298833379,time_window,greedy,accepted_worse,100.0
963,278534109.6407135,274434724.3301893,858676.8346235713,random,risk_priority,rejected,98.18181818181819
964,278534109.6407135,274434724.3301893,856959.4809543241,random,greedy,rejected,100.0
965,278534109.6407135,274434724.3301893,855245.5619924155,time_window,greedy,accepted_worse,100.0
966,278534109.6407135,274434724.3301893,853535.0708684307,random,greedy,rejected,100.0
967,278534109.6407135,274434724.3301893,851828.0007266938,spatial,greedy,rejected,100.0
968,278534109.6407135,274434724.3301893,850124.3447252404,worst,greedy,rejected,98.18181818181819
969,278534109.6407135,274434724.3301893,848424.0960357899,time_window,risk_priority,rejected,100.0
970,278534109.6407135,274434724.3301893,846727.2478437184,time_window,greedy,accepted_worse,100.0
971,278534109.6407135,274434724.3301893,845033.793348031,random,risk_priority,rejected,99.0909090909091
972,278534109.6407135,274434724.3301893,843343.725761335,time_window,risk_priority,rejected,100.0
973,278534109.6407135,274434724.3301893,841657.0383098123,spatial,risk_priority,rejected,100.0
974,278534109.6407135,274434724.3301893,839973.7242331927,random,greedy,rejected,99.0909090909091
975,278534109.6407135,274434724.3301893,838293.7767847263,time_window,greedy,accepted_worse,100.0
976,278534109.6407135,274434724.3301893,836617.1892311568,random,greedy,rejected,100.0
977,278534109.6407135,274434724.3301893,834943.9548526945,time_window,risk_priority,rejected,100.0
978,278534109.6407135,274434724.3301893,833274.0669429891,time_window,greedy,accepted_worse,100.0
979,278534109.6407135,274434724.3301893,831607.5188091032,time_window,greedy,accepted_worse,100.0
980,278534109.6407135,274434724.3301893,829944.303771485,spatial,risk_priority,rejected,100.0
981,278534109.6407135,274434724.3301893,828284.415163942,time_window,risk_priority,rejected,100.0
982,278534109.6407135,274434724.3301893,826627.8463336142,time_window,risk_priority,rejected,100.0
983,278534109.6407135,274434724.3301893,824974.590640947,time_window,greedy,rejected,100.0
